4.76945733333;-74.2324748333;04:53:22;24/05/21
4.76945516667;-74.2324665;04:53:53;24/05/21
4.76947683333;-74.2324555;04:54:24;24/05/21
4.769483;-74.2324166667;04:54:55;24/05/21
4.76950783333;-74.2324265;04:55:26;24/05/21
4.76956016667;-74.2324391667;04:55:57;24/05/21
4.769539;-74.2324331667;04:56:28;24/05/21
4.769501;-74.2324395;04:56:59;24/05/21
4.76953633333;-74.2324233333;04:57:30;24/05/21
4.76950783333;-74.2324455;04:58:01;24/05/21
4.76950283333;-74.2324241667;04:58:32;24/05/21
4.76953616667;-74.2324158333;04:59:03;24/05/21
4.76947816667;-74.2323965;04:59:34;24/05/21
0.0;0.0;05:00:05;24/05/21
4.76948933333;-74.2324416667;05:00:36;24/05/21
4.76947833333;-74.2324448333;05:01:07;24/05/21
4.769466;-74.2324635;05:01:38;24/05/21
4.76946466667;-74.2324438333;05:02:09;24/05/21
4.76946916667;-74.2324396667;05:02:40;24/05/21
4.76950483333;-74.2324173333;05:03:11;24/05/21
4.7695195;-74.2324683333;05:03:42;24/05/21
4.76949466667;-74.232471;05:04:13;24/05/21
0.0;0.0;05:04:44;24/05/21
4.7694805;-74.2324563333;05:05:15;24/05/21
4.76954183333;-74.2324796667;05:05:46;24/05/21
4.76953633333;-74.2324663333;05:06:17;24/05/21
4.76951033333;-74.2324535;05:06:48;24/05/21
4.76952466667;-74.2325226667;05:07:19;24/05/21
4.769508;-74.2324785;05:07:50;24/05/21
4.76949966667;-74.2324608333;05:08:21;24/05/21
4.7694975;-74.2324663333;05:08:52;24/05/21
4.76949966667;-74.232465;05:09:23;24/05/21
4.7694825;-74.2324713333;05:09:54;24/05/21
4.769482;-74.2324705;05:10:25;24/05/21
4.769506;-74.2324878333;05:10:56;24/05/21
4.7695175;-74.2324735;05:11:27;24/05/21
4.76950233333;-74.2324696667;05:11:58;24/05/21
4.7694925;-74.2324706667;05:12:29;24/05/21
4.769497;-74.23245;05:13:00;24/05/21
4.76950766667;-74.2324738333;05:13:31;24/05/21
4.76951983333;-74.2324441667;05:14:02;24/05/21
4.769525;-74.2324646667;05:14:33;24/05/21
4.769485;-74.2324318333;05:15:04;24/05/21
4.769491;-74.2324428333;05:15:35;24/05/21
4.76949833333;-74.2324248333;05:16:06;24/05/21
4.76952416667;-74.232441;05:16:37;24/05/21
4.76947033333;-74.232398;05:17:08;24/05/21
4.76951;-74.232432;05:17:39;24/05/21
4.76950816667;-74.2324518333;05:18:10;24/05/21
4.76945866667;-74.232426;05:18:41;24/05/21
4.76949383333;-74.2324378333;05:19:12;24/05/21
4.769491;-74.232459;05:19:43;24/05/21
4.76949716667;-74.2324701667;05:20:14;24/05/21
4.76948766667;-74.2324463333;05:20:45;24/05/21
4.76950966667;-74.2324481667;05:21:16;24/05/21
4.76951616667;-74.2323918333;05:21:48;24/05/21
4.769516;-74.2324423333;05:22:19;24/05/21
4.76950033333;-74.2324543333;05:22:50;24/05/21
4.7694975;-74.2324565;05:23:21;24/05/21
4.769484;-74.2324495;05:23:52;24/05/21
4.76947783333;-74.2324491667;05:24:26;24/05/21
4.76951216667;-74.2324348333;05:24:57;24/05/21
